3.098792152142538043e+02,3.306545114609616007e+02,1.885422374825471707e+03,0.000000000000000000e+00,1.310726223478801700e+01,3.076144540157267215e+02,6.003004722216751660e-02,3.137869690504126652e+02,3.418364271786649056e+02
4.336480697351440767e+02,1.868562844154257903e+02,2.716365844472017216e+03,2.416368515758968716e+00,5.321054074302231207e+00,3.500382762297802515e+02,4.655119282343438414e-01,0.000000000000000000e+00,2.808625442598394102e+02
3.470240074690191818e+02,1.895492835238315479e+02,1.876262762866497042e+03,4.371990302869687740e-03,1.083243915462058560e+00,3.061743657446129419e+02,8.620338845483153101e-01,0.000000000000000000e+00,7.291774110054175253e+02
1.461298616639459851e+03,8.257255965735434984e+02,2.285876173250119336e+03,6.220890227080779766e+00,5.005104018588850678e+00,3.059158275771510489e+02,7.013949786246093110e-02,0.000000000000000000e+00,5.735096976054287552e+02
4.341030768172963690e+02,9.932427607103855394e+01,2.020422426650641910e+03,5.337765066776065659e+00,1.204980458569190027e+01,3.081120192747998203e+02,7.405861873364277415e+01,0.000000000000000000e+00,5.043785215884623767e+02
1.678383634392017939e+03,1.628501771956086941e+03,2.196965282309935901e+03,3.092366665402230819e-01,9.066676496798327989e+00,3.062287668898663924e+02,2.612325192195886769e-01,2.491193493122720156e+03,5.188039804666925647e+02
1.102297676717631930e+03,4.683742590389535962e+02,2.307692780570553623e+03,2.494639231905001475e-01,9.323810664872809184e+00,3.419932410011151660e+02,9.869321661651389022e-01,4.269796352282688758e+02,2.590459021856615607e+01
3.579215557489274033e+02,1.868562844154257903e+02,2.065408887658919411e+03,2.341385933628033378e+00,1.609564455682498618e+00,3.396057056334282152e+02,2.323146068029500466e-01,0.000000000000000000e+00,2.349029784505685825e+02
9.390913199993993885e+02,1.070242417852680546e+03,2.307371413109091009e+03,0.000000000000000000e+00,0.000000000000000000e+00,3.414517891104702585e+02,5.188136512367267805e+00,0.000000000000000000e+00,2.533638432929319606e+02
1.560173689493298298e+03,1.231117745973345563e+03,2.204107656305273395e+03,2.487507707244211441e-01,1.036114115405800540e+01,3.126225246719739062e+02,5.038047376974573055e+00,1.208561292801440686e+03,3.302348568796603558e+02
4.786142943705235666e+02,3.184711861475813066e+02,2.372491953964908589e+03,1.096448063251471616e+01,1.154593542193062383e+01,3.417897902850675109e+02,9.097298742109358045e+02,1.197690233784465047e-03,2.597322543818045801e+02
1.788468114552111047e+03,1.632299528515136444e+03,2.200998230253976544e+03,8.504827118297519917e-01,9.672688873728318981e+00,3.120795395815104598e+02,3.335357085739034666e-01,2.595314696480781549e+03,2.776876545315936369e+02
1.107215422930254817e+03,7.324196184274798043e+02,2.307371413109091009e+03,0.000000000000000000e+00,9.328986307079819795e+00,3.414517891104702585e+02,3.024140343229100303e+00,0.000000000000000000e+00,2.815795447548354105e+02
2.970884438179655831e+02,1.043382758738414111e+02,1.734683485498877417e+03,6.522728226326855727e-02,9.412765777064358019e-02,3.062961497761581882e+02,7.670049189467391670e+01,3.073103931836560605e+02,5.253355290855521389e+02
4.034559047059000818e+02,9.932427607103855394e+01,2.021097598798188301e+03,5.337765066776065659e+00,1.159482214804874545e+01,3.059597810035838279e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.043785215884623767e+02
1.806408028289319873e+03,1.660183367245617319e+03,2.200998230253976544e+03,2.237585970215461018e-01,0.000000000000000000e+00,3.114367508196773429e+02,0.000000000000000000e+00,2.585006372825062499e+03,2.775656120635804882e+02
8.728349833059345428e+02,4.697381905878399380e+02,2.389496365887251159e+03,1.465237244087591151e+00,3.019485985653058702e-02,3.439233224085881488e+02,5.188136512367267805e+00,0.000000000000000000e+00,2.321626300010017303e+02
3.901759322663820626e+02,4.408528753587239066e+02,2.343543611472627163e+03,4.297237741061239735e-02,1.726876926623288622e-02,3.414517891104702585e+02,5.188136512367267805e+00,0.000000000000000000e+00,2.328330362461074969e+02
1.861277602503587332e+03,1.042731893871449302e+03,2.294768675640097626e+03,0.000000000000000000e+00,8.313722348379464222e+00,3.086489248955010112e+02,0.000000000000000000e+00,2.585434019378458743e+03,4.653393159698370596e+02
4.786142943705235666e+02,3.164045666842659443e+02,2.570888347976832847e+03,1.159646538996981846e+01,1.154593542193062383e+01,3.417897902850675109e+02,2.123154408533622473e+01,1.188429760729414536e-03,2.597322543818045801e+02
1.071182087442139164e+03,9.005392511439426926e+02,2.285876173250119336e+03,6.306352575656052117e+00,6.585477452771897333e+00,3.076352129226635839e+02,6.388657635612327024e-02,0.000000000000000000e+00,5.735096976054287552e+02
6.664618382902799567e+02,4.493316593364640994e+02,2.468347847501798242e+03,6.436007379999587386e+00,7.545573860032818914e+01,3.469054049113287306e+02,1.383911903327708810e-02,0.000000000000000000e+00,5.740843382659436429e+02
1.290880167556817241e+03,1.270580486297551715e+03,2.285876173250119336e+03,6.220890227080779766e+00,5.272100027795615595e+00,3.058867680558231541e+02,6.913612305727395713e-02,0.000000000000000000e+00,5.769693716653348474e+02
3.456804138347616799e+02,1.585136755874139851e+02,1.762713103956395344e+03,1.772100156804331306e+00,2.177858981268922522e-01,3.058473736303574242e+02,4.985758571901314440e+00,3.095578428123712342e+02,4.547143467328884299e+02
1.689764825801188181e+03,1.372134049371532001e+03,2.201672754619951320e+03,6.135180025775586188e+00,5.551451652579553198e+00,3.097016340719463869e+02,3.561328220513495513e-01,2.487942811173574682e+03,6.409096258850643153e+02
1.151336086429192164e+03,7.458643875106284895e+02,2.319709037305500260e+03,1.222652221780925785e+01,1.256056982397954491e-01,3.355292346994951913e+02,0.000000000000000000e+00,8.951416113556573016e-05,2.318298070803689939e+02
1.537936466783732612e+03,1.066610107967377644e+03,2.298323296161307098e+03,1.109498260477372895e+02,1.359392911224772860e+01,3.051745901413538036e+02,9.726190212789569411e-01,6.717643182909649013e+00,5.235672634077581051e+02
1.788468114552111047e+03,1.508785832208474631e+03,2.200998230253976544e+03,2.237585970215461018e-01,9.355536312661058673e+00,3.123643781970820328e+02,0.000000000000000000e+00,2.585006372825062499e+03,2.776876545315936369e+02
1.806408028289319873e+03,1.660183367245617319e+03,2.200998230253976544e+03,2.237585970215461018e-01,0.000000000000000000e+00,3.114367508196773429e+02,0.000000000000000000e+00,2.585006372825062499e+03,2.775656120635804882e+02
9.387943959554345383e+02,7.524356299014347087e+02,2.312867272613374098e+03,5.696397241997348121e-02,5.241269698617681883e+00,3.485745196310989513e+02,0.000000000000000000e+00,0.000000000000000000e+00,3.048551302676978594e+02
4.341030768172963690e+02,1.953155954207473997e+02,2.087097455945221554e+03,6.284618401488780037e+00,1.230131671566874552e+01,3.484282312079748749e+02,1.108897550756597107e-02,0.000000000000000000e+00,2.377761830608410492e+02
1.678383634392018166e+03,1.449736564349320133e+03,2.301867669625241433e+03,3.082462695357650606e-01,1.158867782018614889e+01,3.062168856433910946e+02,8.620338845483153101e-01,2.491193493122720611e+03,5.182543076040718688e+02
1.581245148374814789e+03,9.100579298185435846e+02,2.285876173250119336e+03,6.220890227080779766e+00,1.057243030346825430e+00,3.059158275771510489e+02,6.913612305727395713e-02,1.948732394959153819e-03,6.309660358233714987e+02
1.594444603683568175e+03,1.069857649686059403e+03,2.289983049991593816e+03,1.048919563716143699e+02,1.349407086903400987e+01,3.051745901413538036e+02,4.953449365767066404e+00,0.000000000000000000e+00,4.525560020394723324e+02
1.014296023102198660e+03,1.070242417852680546e+03,2.307371413109091009e+03,0.000000000000000000e+00,9.328986307079819795e+00,3.414517891104702585e+02,5.188136512367267805e+00,0.000000000000000000e+00,4.511730351209866399e+02
3.389997240423859921e+02,1.043382758738414111e+02,1.734683485498877417e+03,2.003985943550888604e-01,9.412765777064358019e-02,3.062961497761581882e+02,7.670049189467391670e+01,3.073103931836560605e+02,5.253355290855521389e+02
3.576616718283065097e+02,1.868562844154257903e+02,2.731824252893332414e+03,2.416368515758968716e+00,5.321054074302231207e+00,3.500382762297802515e+02,4.355335700850382352e+00,0.000000000000000000e+00,2.808625442598394102e+02
7.338765344329334539e+02,4.427748124765075772e+02,2.356529534274674916e+03,1.536232595588213901e-01,0.000000000000000000e+00,3.414517891104702585e+02,5.188136512367267805e+00,0.000000000000000000e+00,2.328330362461074969e+02
1.016297971707715305e+03,7.324196184274798043e+02,2.307371413109091009e+03,0.000000000000000000e+00,9.328986307079819795e+00,3.414517891104702585e+02,3.024140343229100303e+00,0.000000000000000000e+00,2.815795447548354105e+02
3.161787447703637781e+02,3.306545114609616007e+02,1.897256355414975587e+03,0.000000000000000000e+00,1.310726223478801700e+01,3.058950686702142434e+02,9.985858015218153083e-01,3.204644311276454118e+02,3.418364271786649056e+02
3.945775009959608042e+02,2.297673973391864877e+02,1.822072283083591401e+03,0.000000000000000000e+00,5.799582016414387198e+00,3.096225036082427096e+02,2.807875253913030486e-02,9.810981371307360144e-01,3.035870023742747321e+02
3.767767906473525841e+02,2.264913079106921430e+02,2.566658696444713314e+03,7.371438089701847218e-01,0.000000000000000000e+00,3.469356637071552996e+02,4.424488673841862507e+00,0.000000000000000000e+00,2.414703139014205249e+02
1.788468114552111047e+03,1.225401876322250700e+03,2.201655888169751506e+03,2.984665724597195080e+01,9.154690440086984182e+00,3.122739209612907416e+02,5.105515170898975441e+00,2.585006372825062499e+03,2.776989280665973183e+02
1.519319387716038818e+03,9.005392511439426926e+02,2.285876173250119336e+03,6.220890227080779766e+00,1.105224761878901507e+00,3.059158275771510489e+02,6.913612305727395713e-02,0.000000000000000000e+00,6.539243657647233476e+02
7.338765344329334539e+02,4.408528753587239066e+02,2.356529534274674916e+03,1.426462499341762724e+00,0.000000000000000000e+00,3.414517891104702585e+02,5.188136512367267805e+00,0.000000000000000000e+00,2.328330362461074969e+02
3.446712863800336777e+02,6.979944539973455164e+01,1.823599798142196050e+03,0.000000000000000000e+00,3.359541902460528862e-01,3.086616212843217113e+02,0.000000000000000000e+00,9.810981371307360144e-01,3.035870023742747321e+02
1.297158965249953326e+03,1.221208807731047727e+03,2.285876173250119336e+03,6.220890227080779766e+00,5.272100027795616484e+00,3.058863940374431536e+02,6.913612305727395713e-02,0.000000000000000000e+00,3.318666208364776367e+02
1.678383634392018166e+03,1.503728834249797046e+03,2.306062424010856375e+03,3.082462695357650606e-01,9.066676496798327989e+00,3.061743657446129419e+02,8.620338845483153101e-01,2.491193493122720611e+03,5.182543076040718688e+02
3.446712863800336777e+02,1.756547551079405594e+02,1.823599798142196050e+03,0.000000000000000000e+00,3.359541902460528862e-01,3.086616212843217113e+02,0.000000000000000000e+00,9.810981371307360144e-01,3.035870023742747321e+02
2.970884438179655831e+02,1.043382758738414111e+02,1.734683485498877417e+03,6.522728226326855727e-02,9.412765777064358019e-02,3.062961497761581882e+02,7.670049189467391670e+01,3.073103931836560605e+02,5.253355290855521389e+02
